NR-AR,NR-AR-LBD,mol_id,smiles
0,0,TOX20735,C1CCC2(CCCCO2)OC1
0,0,TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
0,0,TOX28791,CN[C@H](C)Cc1ccccc1
0,0,TOX22299,CC(C)c1ccc(O)cc1
0,0,TOX24394,CC(C)(C)C1CCC(=O)CC1
0,0,TOX3310,CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I
0,0,TOX27585,CC/C=C\CCOC(=O)C(C)C
1,0,TOX26949,CN(C)CCCN1c2ccccc2Sc2ccccc21
0,0,TOX28591,CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12
0,0,TOX24639,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl
0,0,TOX5070,CC1=CC(C)(C)Nc2ccccc21
0,0,TOX24316,Cc1ccc(S(=O)(=O)O)cc1.O
0,0,TOX4701,CC(C)(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1
0,0,TOX27096,C1CNCCN1
0,0,TOX27424,O=C1CCCCC1C1CCCCC1
0,0,TOX7328,O=S(=O)([O-])CO
0,0,TOX6802,CC(C)CC(O)CC(C)C
0,0,TOX26235,Cc1ccc2c(Br)cc(Br)c(O)c2n1
0,0,TOX21424,CC(C)CCCC(C)(C)O
0,0,TOX877,Cc1cccc2ccccc12
0,0,TOX28553,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
0,0,TOX6220,CCOc1cc(OCC)c(C(C)=O)cc1OCC
0,0,TOX922,Nc1ccc2ccccc2c1S(=O)(=O)O
0,0,TOX7321,O=S(=O)([O-])c1ccc(O)cc1
0,0,TOX22477,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
0,1,TOX22224,Oc1ccccc1[Hg]Cl
0,0,TOX7137,CCCCCCCC/C=C\CCCCCCCC(N)=O
0,0,TOX58,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1
0,0,TOX28793,C[C@@H](N)C(=O)c1ccccc1
0,0,TOX956,O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O
0,0,TOX26924,COC(=O)CCC[N+](C)(C)C
0,0,TOX26257,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1
0,0,TOX830,COc1c2occc2cc2ccc(=O)oc12
1,1,TOX3667,C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C
0,0,TOX21440,CCC(C)COC(=O)CC(C)C
0,0,TOX27133,CC1=NC(C)OC1C
0,0,TOX24764,CC(C)C(=O)OCCc1ccccc1
0,0,TOX24369,CN(C)c1ccncc1
0,0,TOX24760,Cl[Nd](Cl)Cl
0,0,TOX25673,CC[C@H](NC(C)C)[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
0,0,TOX7975,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC
0,0,TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N
0,0,TOX1132,Nc1ccc(Nc2ccccc2)cc1
0,1,TOX12751,N=C1NC(=N)c2cc3ccccc3cc21
0,0,TOX10698,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O
0,0,TOX7527,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br
1,1,TOX26647,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-]
0,0,TOX27136,Fc1c(F)c(F)c(Br)c(F)c1F
0,0,TOX646,c1ccoc1
0,0,TOX1824,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
0,0,TOX367,N[C@@H](CS)C(=O)O
0,0,TOX26768,O=C1C(I)=CC(=C(c2cc(I)c([O-])c(I)c2)c2ccccc2C(=O)[O-])C=C1I
0,0,TOX328,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
0,0,TOX28719,CCOC(=O)OCC/C(SC(=O)OCC)=C(\C)N(C=O)Cc1cnc(C)nc1N
0,0,TOX28826,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1
0,0,TOX24631,CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
0,0,TOX27030,C[C@@H](O)C(=O)O
0,1,TOX2959,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
0,0,TOX29273,CCCCCCCCCCCCCCCCI
0,0,TOX26502,NC1=NCC2c3ccccc3Cc3ccccc3N12
0,0,TOX26925,C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1
0,0,TOX306,ClC(Cl)Cl
0,0,TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
0,0,TOX3950,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2
0,0,TOX7099,CCCCCCCC/C=C\CCCCCCCC(=O)OCCCC
0,0,TOX26430,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12
1,1,TOX25367,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@@]43C)[C@@H]1CC[C@@H]2O
0,0,TOX2861,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O
0,0,TOX20716,CCC(C)(C)C1CCC(O)CC1
0,0,TOX27159,Cc1ccc(OC(=O)CC(C)C)cc1
0,0,TOX24875,CN(C)CCN(C)CCO
0,0,TOX27637,CCCCCC/C=C/C(=O)OC
0,0,TOX25141,CN(C)CCOC(=O)COc1ccc(Cl)cc1
0,0,TOX24994,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
0,0,TOX24835,N#Cc1ccc(CC(=O)c2cccc(C(F)(F)F)c2)cc1
0,0,TOX24371,O=S(=O)(O)CCCN1CCOCC1
0,0,TOX155,S=C=NCc1ccccc1
0,0,TOX5429,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1
0,0,TOX7502,Cc1cc(=O)nc(C(C)C)[nH]1
0,0,TOX24446,C[N+](C)(C)CC(=O)O
0,0,TOX28739,COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC
0,0,TOX161,c1ccc(-c2ccccc2)cc1
0,0,TOX3296,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1
0,0,TOX29387,O=C(O)c1c2ccccc2cc2ccccc12
0,0,TOX703,NN
0,0,TOX6183,CCCCN(CCCC)CCCC
0,0,TOX29006,CNC(=N)NC(=O)Nc1c(C)cccc1C
0,0,TOX27584,CCCCCC(=O)OCCc1ccccc1
0,0,TOX1868,Cc1ccc(C)cc1
0,0,TOX1807,Cc1ccccc1C
0,0,TOX22007,CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO
0,0,TOX27655,CCCCCCCC#N
0,0,TOX14816,CNC(=O)/C=C(\C)OP(=O)(OC)OC
0,0,TOX7036,CC(C)(CO)CO
0,0,TOX29089,CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
0,0,TOX20693,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1,0,TOX25905,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
0,0,TOX25802,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
,0,TOX25755,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
0,0,TOX26507,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
0,0,TOX27360,CCOC(=O)COc1ccc2c(c1)CC(NCC(O)c1cccc(Cl)c1)CC2
0,0,TOX20776,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12
1,1,TOX202,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
0,0,TOX5824,Cl[Pd]Cl
0,0,TOX22187,CCCCNC(=S)NCCCC
0,1,TOX29297,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34
1,1,TOX714,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
0,0,TOX28929,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
1,1,TOX25371,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
0,0,TOX582,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2
0,0,TOX4937,c1ccc2c(c1)Oc1ccccc1S2
0,0,TOX25864,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1
0,0,TOX24767,OCCc1ccccn1
0,0,TOX6450,CCO[Si](OCC)(OCC)OCC
0,0,TOX28556,CCC(CN)CC(C)CCNCC(O)CNCC(C)CC(CC)CN
0,0,TOX668,O=S1OCCO1
0,0,TOX28597,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1
0,0,TOX134,O=Cc1ccccc1
0,0,TOX5079,CC(C)CNCC(C)C
0,0,TOX4997,O=[N+]([O-])c1cccc(Cl)c1Cl
0,0,TOX28909,CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)[O-])[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC
,0,TOX23915,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
0,0,TOX26230,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1
0,0,TOX1708,O=C([O-])c1ccccc1O
0,0,TOX24877,CCC(=O)Nc1cccc(N)c1
0,0,TOX25800,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC
0,1,TOX139,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
0,0,TOX7955,C=CC(=O)OCCCCCC(C)C
0,0,TOX5391,C/C=C/C=C/C=O
0,0,TOX27088,CC1=C(CC=O)C(C)(C)CCC1
0,0,TOX766,CC(C)OC(=O)Nc1ccccc1
0,0,TOX28794,CCN[C@@H](C)Cc1ccccc1
0,0,TOX3370,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
0,0,TOX1446,Cc1cccc(C)c1
0,0,TOX22181,CC(=O)Nc1ccc(C)c(Cl)c1
0,0,TOX24870,C=C(C)C(=O)OCCCCOC(=O)C(=C)C
1,1,TOX28889,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1,0,TOX28923,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13
1,1,TOX573,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
0,0,TOX5595,C=CC(=O)NCNC(=O)C=C
0,0,TOX580,CCOc1ccc(NC(N)=O)cc1
1,0,TOX118,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O
0,0,TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
0,0,TOX28712,O=C(N[C@@H]1N=C(c2ccccc2F)c2cccc3c2N(CC3)C1=O)c1cc2ccccc2[nH]1
0,0,TOX25089,NS(=O)(=O)c1ccc(C(=O)O)cc1
0,0,TOX1821,CCC(C)=NO
0,0,TOX26034,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
0,0,TOX347,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1
1,1,TOX3302,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
0,0,TOX899,O=[Mo](=O)=O
0,0,TOX24817,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C
0,0,TOX2525,CCCCC(CC)COC(=O)c1ccc(O)cc1
0,0,TOX2528,CCOC(=O)c1ccc(O)cc1
0,0,TOX26076,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
0,0,TOX6265,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1
0,0,TOX340,[Co+2]
0,0,TOX71,Nc1ccc(-c2ccccc2)cc1
0,0,TOX1654,O=C(O)CCCC(=O)O
0,0,TOX25127,C=CCc1ccccc1OCC(O)CNC(C)C
0,0,TOX6031,CCCCCCCCCCCCOS(=O)(=O)[O-]
0,0,TOX3028,CC(O)(P(=O)(O)O)P(=O)(O)O
0,0,TOX28774,CC(=O)O[C@@H]1C(=O)O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@@H]12
0,0,TOX2748,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
0,0,TOX28492,O=C(NS(=O)(=O)/C=C/c1cccs1)c1ccc(F)cc1Br
0,0,TOX17734,CCCCCCCCCCCCCCC(Br)C(=O)O
0,0,TOX7528,CSCCC=O
1,1,TOX2370,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,TOX4814,Cc1ccc(Cl)cc1
0,0,TOX28796,C[C@H]1N=C(N)O[C@H]1c1ccccc1
0,0,TOX1576,CC(=O)C(Cl)Cl
0,0,TOX28885,CC(=O)NC(CCC(N)=O)C(=O)O
0,0,TOX3378,NC[C@H](O)c1ccc(O)c(O)c1
0,0,TOX21530,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-]
0,0,TOX6418,CC(C)(C)S
0,0,TOX3122,CN1C(=O)C(C)(C2=CCCCC2)C(=O)N=C1O
0,0,TOX20757,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1
0,0,TOX442,O=C(O)COc1ccc(Cl)cc1Cl
0,0,TOX24914,O=C(O)c1cc(Cl)cc(Cl)c1O
0,0,TOX12516,CCCCCCCCSCCO
0,0,TOX9211,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
0,0,TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
0,0,TOX24935,CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O
0,1,TOX3128,CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12
1,0,TOX25354,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
0,0,TOX25601,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
0,0,TOX27874,C=C1C[C@]23CC[C@@H]4[C@](C)(C(=O)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CCC[C@]4(C)[C@@H]2C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]2OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]1C3
0,0,TOX22180,CNC(=O)Nc1ccc(Cl)c(Cl)c1
0,0,TOX24374,CC(=O)c1ccc(C)cc1
0,0,TOX25120,CC(C)(C)NCC(O)c1ccc(O)c(CO)n1
0,0,TOX12337,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
0,1,TOX20672,COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1
0,0,TOX28513,CC(C)(S)C(=O)N[C@@H](CS)C(=O)O
,1,TOX28691,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3(F)[C@@H](O)C[C@@]21C
1,0,TOX838,Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1
0,0,TOX2001,CCOC(C)=O
0,0,TOX5807,CCCCCCCCOc1ccc(C(=O)O)cc1
0,0,TOX1036,CCN(C)N=O
0,0,TOX29278,BrCCOc1ccccc1
1,0,TOX6076,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
0,0,TOX7019,CCCCCCCCCCCCCC(=O)OC
0,0,TOX4286,CC1CN1
0,0,TOX326,O=[Cr]O[Cr]=O
0,0,TOX2843,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1
0,0,TOX22437,COC(=O)Nc1ccc(Cl)c(Cl)c1
0,0,TOX1709,NC(=O)c1ccccc1
0,0,TOX16690,CC(C)COC(=O)CCCCC(=O)OCC(C)C
0,0,TOX5427,CC(C)(O)C#N
0,0,TOX5422,N#CC(O)c1ccccc1
0,0,TOX4052,CC1=C(C)S(=O)(=O)CCS1(=O)=O
0,0,TOX14872,Nc1cnn(-c2ccccc2)c(=O)c1Cl
0,0,TOX28494,CS(=O)(=O)c1ccc([C@@H](C[C@H]2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl
0,0,TOX3067,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
0,0,TOX29088,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F
0,0,TOX24481,O=C1CCCCCN1SSN1CCCCCC1=O
0,0,TOX27832,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
0,0,TOX25122,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
0,0,TOX23938,O=C(O)c1ccccc1C(=O)OCc1ccccc1
0,0,TOX29083,CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
0,0,TOX95,O=C1c2ccccc2C(=O)c2ccccc21
0,0,TOX4835,O=CC=Cc1ccccc1
0,0,TOX9277,Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O
0,0,TOX15748,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2
0,1,TOX368,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1
0,0,TOX26712,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-]
0,0,TOX27538,O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1
0,0,TOX4532,COc1ccc(N)cc1
0,0,TOX25359,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
0,0,TOX7094,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
0,0,TOX7032,CC(C)(N)CO
0,0,TOX29383,COc1ccc(C=O)cc1O
0,0,TOX3089,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
0,0,TOX4280,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
0,0,TOX28946,NCCC[C@H](N)C(=O)O
0,0,TOX25828,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C
0,0,TOX28633,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1
0,0,TOX26504,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
0,0,TOX24427,O=CN1CCOCC1
0,0,TOX25105,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
0,0,TOX1340,CC(N)=S
0,0,TOX1344,Nc1ccc(Sc2ccc(N)cc2)cc1
0,0,TOX21442,O=S(=O)([O-])c1ccc2ccccc2c1
0,0,TOX5113,CC(C)CC(C)N
0,0,TOX5640,Cc1cccc(C(=O)O)c1[N+](=O)[O-]
0,0,TOX27131,CC(C)=CCOC(=O)c1ccccc1
0,1,TOX2858,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C
0,0,TOX6208,Oc1cc(Cl)cc(Cl)c1Cl
0,0,TOX29366,COC(=O)c1ccc(CBr)cc1
0,0,TOX27811,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O
0,0,TOX709,NNc1ccc(C(=O)O)cc1
0,0,TOX12129,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1
0,0,TOX25312,CC1=C2[C@H]3OC(=O)[C@@H](C)[C@@H]3CC[C@@]2(C)C=CC1=O
0,0,TOX25757,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1
0,0,TOX12379,CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C
0,0,TOX25537,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O
0,0,TOX5743,O=[N+]([O-])c1cccc(CCl)c1
0,0,TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C
0,0,TOX28790,CN[C@@H](C)Cc1ccccc1
0,0,TOX26180,CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
0,0,TOX5279,C=C(C#N)C(=O)OCC
0,0,TOX27092,CC/C=C\CC1=C(C)CCC1=O
0,0,TOX707,NNc1nc(-c2ccccc2)cs1
0,0,TOX445,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
1,1,TOX13512,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
0,0,TOX25144,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
0,0,TOX6882,CCCCCCCC
0,0,TOX5804,C=CCCCCCC
0,0,TOX7175,O=C1CCCc2ccccc21
1,1,TOX2329,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@H]2O
0,1,TOX27775,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
0,0,TOX12406,CCOP(=O)([O-])C(N)=O
0,0,TOX814,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
0,0,TOX27139,O=C1CCCC=CCCCCCCCCCC1
0,0,TOX1358,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
0,0,TOX18725,CCCCCCCCCCCCCCBr
0,0,TOX21426,C1=COCCC1
0,0,TOX27158,CCCCCC(C)O
0,0,TOX24993,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1
0,0,TOX540,O=C(Oc1ccccc1)Oc1ccccc1
1,1,TOX26201,C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
0,0,TOX21299,CCCCCCC1(C)CCC(=O)O1
0,0,TOX5866,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1
1,1,TOX13664,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
0,0,TOX3508,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C
0,0,TOX25868,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
0,0,TOX21743,Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1
0,0,TOX2061,O=Cc1ccc([N+](=O)[O-])cc1
0,0,TOX2975,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
0,0,TOX27645,COC(=O)c1ccc(OC)cc1
0,0,TOX21080,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
0,0,TOX29386,O=C(CBr)c1ccccc1
0,0,TOX25007,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1
0,0,TOX4287,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
0,0,TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl
0,0,TOX25822,CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC1=O)[C@@H](C)O
0,0,TOX1866,CCCCOC(=O)CCCCC(=O)OCCCC
0,0,TOX7507,COC(=O)c1cccc(Cl)c1
